model,rank_ic,rank_ic_std,precision_at_3,n_folds_or_dates,sharpe,return,volatility,max_drawdown,turnover
plain,-0.1380579993483219,0.38182530272809134,0.2383512544802867,372,0.5430371273534162,0.07600707895619352,0.1399666341906067,-0.15204826935110205,0.19111727966689804
regime_aware,-0.038677093515803194,0.37230190513953865,0.2777777777777778,372,0.5271417750559638,0.07438346700407483,0.14110713763138566,-0.14876210751017904,0.22155910247513302
