symbol,score,weight
DBC,0.47225797507135664,0.03636363636363637
DIA,0.5837294349114336,0.10909090909090909
EEM,0.6574732495346852,0.16363636363636364
EFA,0.5532047740120687,0.07272727272727274
GLD,0.4476437600936955,0.018181818181818184
IWM,0.5642856137402322,0.09090909090909091
QQQ,0.701626867839205,0.18181818181818182
SPY,0.5967038741210555,0.12727272727272726
TLT,0.6130533365910156,0.14545454545454548
VNQ,0.5191704268861155,0.05454545454545454
