decision,reason,cutoff,plain_fallback,regime_fallback,paired_bootstrap
rejected,"regime-aware model did not improve Rank IC, Sharpe, and drawdown simultaneously",2024-12-31,0,0,"{""available"": false, ""reason"": ""daily return pairing requires backtest return persistence""}"
